,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Kalangala,UG,-0.3089,32.225,73.89,70,35,8.28,scattered clouds
701,Kitimat,CA,54.0524,-128.6534,39.58,30,85,1.01,light rain
702,Chatrapur,IN,19.35,84.9833,70.2,87,82,5.21,broken clouds
703,Abrau-Dyurso,RU,44.69,37.59,51.26,71,93,10.63,overcast clouds
704,Trincomalee,LK,8.5711,81.2335,78.39,62,53,12.77,broken clouds
705,Mardin,TR,37.3131,40.7436,40.82,56,0,4.5,clear sky
706,Nicoya,CR,10.1483,-85.452,83.77,61,61,2.24,broken clouds
707,Guadalupe Victoria,MX,32.2869,-115.105,67.95,26,100,3.6,overcast clouds
708,Reforma,MX,18.1,-91.0167,89.24,49,79,8.81,broken clouds
709,Shanting,CN,35.0753,117.4578,30.0,73,76,4.18,broken clouds
710,Mount Isa,AU,-20.7333,139.5,74.97,73,3,0.0,clear sky
711,Viransehir,TR,37.2353,39.7631,45.25,63,2,6.44,clear sky
712,Manthani,IN,18.65,79.6667,66.06,68,68,6.02,broken clouds
713,Arman,RU,59.7,150.1667,-12.53,75,100,14.43,overcast clouds
714,Praia Da Vitoria,PT,38.7333,-27.0667,53.76,100,0,4.56,clear sky
715,Kenai,US,60.5544,-151.2583,23.14,92,100,9.22,snow
716,Indramayu,ID,-6.3264,108.32,77.54,87,100,9.37,moderate rain
717,Ulladulla,AU,-35.35,150.4667,59.31,88,100,13.73,overcast clouds
718,Imbituba,BR,-28.24,-48.6703,75.72,90,91,7.52,overcast clouds
719,Valdivia,CL,-39.8142,-73.2459,91.49,25,72,4.23,broken clouds
720,Bayreuth,DE,49.9481,11.5783,31.08,95,86,8.01,overcast clouds
721,Ofaqim,IL,31.3141,34.6203,56.34,66,0,4.05,clear sky
722,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,79.9,79,70,4.45,heavy intensity rain
723,Caraz,PE,-9.0486,-77.81,62.15,92,100,6.2,moderate rain
724,Kargasok,RU,59.0556,80.8572,-2.02,99,100,4.97,overcast clouds
725,Verkhnyaya Khava,RU,51.8404,39.9413,32.07,84,58,18.32,broken clouds
726,Vavoua,CI,7.3819,-6.4778,77.38,20,22,2.66,few clouds
727,Komsomolskiy,UZ,40.4272,71.7189,16.52,79,92,2.3,mist
728,Willowmore,ZA,-33.2926,23.4895,72.84,67,100,10.83,overcast clouds
729,Narsaq,GL,60.9167,-46.05,30.42,86,100,7.92,overcast clouds
730,Isla Vista,US,34.4133,-119.861,62.91,61,0,6.91,clear sky
731,Swan Hill,AU,-35.3378,143.5544,56.03,48,0,13.82,clear sky
